epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.9619109630584717,
0,99,,1.7449440956115723,
0,149,,1.28216552734375,
0,199,,1.6007260084152222,
0,249,,1.2902350425720215,
0,299,,1.2794322967529297,
0,349,,0.9686233401298523,
0,399,,1.253246545791626,
0,449,,0.936514139175415,
0,499,,1.109856367111206,
0,549,,1.2462679147720337,
0,599,,1.26570725440979,
0,649,,1.134443998336792,
0,699,,0.9896923899650574,
0,749,,0.917888879776001,
0,799,,0.9113078117370605,
0,849,,1.1926709413528442,
0,899,,0.9226047992706299,
0,949,,1.0908029079437256,
0,999,,0.7644020915031433,
0,1049,,0.898245096206665,
0,1099,,1.3833138942718506,
0,1149,,0.7621482610702515,
0,1199,,0.8626806735992432,
0,1249,,0.8934403657913208,
0,1299,,1.0213748216629028,
0,1349,,0.7018842697143555,
0,1399,,0.9515972137451172,
0,1449,,0.9705172777175903,
0,1499,,0.7143964767456055,
0,1549,,0.726926326751709,
0,1599,,0.8070397973060608,
0,1649,,0.7724854946136475,
0,1699,,1.003615379333496,
0,1749,,0.7620345950126648,
0,1799,,0.9841514825820923,
0,1849,,0.7672083377838135,
0,1899,,1.1579439640045166,
0,1949,,0.984922468662262,
0,1999,,0.9576689004898071,
0,2049,,0.7472244501113892,
0,2099,,0.7211769223213196,
0,2149,,1.002076268196106,
0,2199,,0.971295177936554,
0,2249,,0.6537059545516968,
0,2299,,0.6902865171432495,
0,2349,,0.7271579504013062,
0,2399,,0.8488393425941467,
0,2449,,0.9631264209747314,
0,2499,,0.696381688117981,
0,2549,,0.6240852475166321,
0,2599,,1.2222340106964111,
0,2649,,1.1241259574890137,
0,2699,,0.7127650380134583,
0,2749,,0.9305837750434875,
0,2799,,0.9016764760017395,
0,2849,,0.9481958150863647,
0,2899,,1.1661474704742432,
0,2949,,0.7241828441619873,
0,2999,,0.9973158836364746,
0,3049,,0.9227826595306396,
0,3099,,0.670159637928009,
0,3149,,0.832229495048523,
0,3199,,0.7205825448036194,
0,3249,,0.9312947988510132,
0,3299,,0.7377573251724243,
0,3349,,1.0266473293304443,
0,3399,,0.7020379304885864,
0,3449,,0.7830829620361328,
0,3499,,0.88149094581604,
0,3549,,0.605216920375824,
0,3599,,0.9427112936973572,
0,3649,,0.778583288192749,
0,3699,,1.033464789390564,
0,3749,,0.5500946044921875,
0,3799,,0.8408134579658508,
0,3849,,0.9956170320510864,
0,3899,,0.811033308506012,
0,3949,,0.8689998984336853,
0,3999,,1.0561342239379883,
0,4049,,0.5411438941955566,
0,4099,,0.7012420892715454,
0,4149,,0.6856056451797485,
0,4199,,1.1606026887893677,
0,4249,,1.1789054870605469,
0,4299,,0.8479862809181213,
0,4349,,1.1364834308624268,
0,4399,,0.7877869606018066,
0,4449,,0.5257053375244141,
0,4499,,0.7253353595733643,
0,4549,,0.8506090641021729,
0,4599,,0.8042999505996704,
0,4649,,0.7958966493606567,
0,4699,,0.827123761177063,
0,4749,,0.934232234954834,
0,4799,,0.8292829990386963,
0,4849,,0.5649693012237549,
0,4899,,0.8875073790550232,
0,4949,,0.6917054057121277,
0,4999,,0.7450760006904602,
0,5049,,1.1192224025726318,
0,5099,,1.0604300498962402,
0,5149,,0.6611793041229248,
0,5199,,0.6225809454917908,
0,5249,,0.7922826409339905,
0,5299,,0.6584341526031494,
0,5349,,0.7463964223861694,
0,5399,,0.8320144414901733,
0,5449,,0.8877390623092651,
0,5499,,0.6467382907867432,
0,5549,,0.7254729270935059,
0,5599,,0.8218725323677063,
0,5649,,0.8739396929740906,
0,5699,,0.8076781034469604,
0,5749,,0.7287607789039612,
0,5799,,1.1049004793167114,
0,5849,,0.8581859469413757,
0,5899,,0.9165107011795044,
0,5949,,0.7680163383483887,
0,5999,,0.686281681060791,
0,6049,,0.7942341566085815,
0,6099,,0.780444324016571,
0,6149,,0.7502219676971436,
0,6199,,0.9098008871078491,
0,6249,,0.9276056289672852,
0,6299,,1.0905317068099976,
0,6349,,0.9477931261062622,
0,6399,,0.8109828233718872,
0,6449,,0.9021074771881104,
0,6499,,0.74614018201828,
0,6549,,0.6367053985595703,
0,6599,,0.9920281767845154,
0,6649,,0.804654061794281,
0,6699,,0.6501473188400269,
0,6749,,0.7132441997528076,
0,6799,,0.8573158979415894,
0,6849,,1.059637427330017,
0,6899,,1.1942708492279053,
0,6949,,1.0192818641662598,
0,6999,,0.851211428642273,
0,7049,,0.7485039234161377,
0,7099,,0.833179235458374,
0,7149,,0.6768066883087158,
0,7199,,0.8293416500091553,
0,7249,,0.9214659929275513,
0,7299,,0.5625817179679871,
0,7349,,0.755348801612854,
0,7399,,0.7429949045181274,
0,7449,,0.8001219034194946,
0,7499,,0.6997625827789307,
0,7549,,0.6697931289672852,
0,7599,,0.5813714265823364,
0,7649,,0.9314569234848022,
0,7699,,0.7112681865692139,
0,7749,,0.7020630836486816,
0,7799,,0.8796612024307251,
0,7849,,0.8199426531791687,
0,7899,,0.729499101638794,
0,7949,,0.9009559154510498,
0,7999,,0.5527068376541138,
0,8049,,0.6918988227844238,
0,8099,,0.912908673286438,
0,8149,,1.0093491077423096,
0,8199,,0.8569340109825134,
0,8249,,0.7029394507408142,
0,8299,,0.8445104360580444,
0,8349,,0.8363478183746338,
0,8399,,0.9787400960922241,
0,8449,,1.2312145233154297,
0,8499,,0.8862423896789551,
0,8549,,0.7415360808372498,
0,8599,,0.8166837692260742,
0,8649,,0.8427795767784119,
0,8699,,0.9476343393325806,
0,8749,,0.8414795398712158,
0,8799,,0.6327558755874634,
0,8849,,0.9164459705352783,
0,8899,,0.5581046342849731,
0,8949,,0.6334959268569946,
0,8999,,0.9727092981338501,
0,9049,,0.648128867149353,
0,9099,,0.801939070224762,
0,9149,,0.8139239549636841,
0,9199,,0.742056131362915,
0,9249,,0.6795654296875,
0,9299,,1.1863794326782227,
0,9349,,0.9648346900939941,
0,9399,,0.578938364982605,
0,9449,,1.082116961479187,
0,9499,,0.5518550276756287,
0,9549,,0.7969470024108887,
0,9599,,0.597205400466919,
0,9649,,0.7353736162185669,
0,9699,,0.6189574003219604,
0,9749,,0.7377030849456787,
0,9799,,0.9466701149940491,
0,9849,,1.0514971017837524,
0,9899,,0.7839930057525635,
0,9949,,0.5794105529785156,
0,9999,,0.6516392230987549,
0,10049,,0.8210115432739258,
0,10099,,0.6828223466873169,
0,10149,,0.8394710421562195,
0,10199,,1.1184132099151611,
0,10249,,0.750809907913208,
0,10299,,0.7602670192718506,
0,10349,,0.7192811369895935,
0,10399,,0.6738582849502563,
0,10449,,0.7894879579544067,
0,10499,,0.69263756275177,
0,10549,,0.6578701734542847,
0,10599,,0.813512921333313,
0,10649,,0.6014975309371948,
0,10699,,0.736996054649353,
0,10749,,0.6232518553733826,
0,10799,,0.6171165108680725,
0,10849,,0.8832242488861084,
0,10899,,0.911180853843689,
0,10949,,0.5185489058494568,
0,10999,,0.849001944065094,
0,11049,,0.811400294303894,
0,11099,,0.6955801248550415,
0,11149,,0.770348072052002,
0,11199,,0.7294527292251587,
0,11249,,0.6977424025535583,
0,11299,,0.9271633625030518,
0,11349,,0.623256504535675,
0,11399,,0.963415265083313,
0,11449,,0.7563422918319702,
0,11499,,0.8989695310592651,
0,11549,,0.7939882278442383,
0,11599,,1.0152817964553833,
0,11649,,0.702696681022644,
0,11699,,0.7929927110671997,
0,11749,,0.6150352954864502,
0,11799,,0.8174149990081787,
0,11849,,0.7892894744873047,
0,11899,,0.5639916658401489,
0,11949,,0.6938861608505249,
0,11999,,0.6803499460220337,
0,12049,,1.1324635744094849,
0,12099,,0.7157838940620422,
0,12149,,0.5356696248054504,
0,12199,,0.7569538354873657,
0,12249,,0.9199439287185669,
0,12299,,0.7176234722137451,
0,12349,,0.730929434299469,
0,12399,,0.6633569598197937,
0,12449,,0.8557265996932983,
0,12499,,0.7836340665817261,
0,12549,,0.714508056640625,
0,12599,,1.0193519592285156,
0,12649,,0.9075164198875427,
0,12699,,0.6774771213531494,
0,12749,,0.8857530355453491,
0,12799,,0.6215064525604248,
0,12849,,0.8678467273712158,
0,12899,,0.7074899673461914,
0,12949,,0.6968568563461304,
0,12999,,0.5446377992630005,
0,13049,,0.8921279907226562,
0,13099,,1.210665225982666,
0,13149,,0.6857186555862427,
0,13199,,0.634719967842102,
0,13228,,,0.9066684246063232
0,13228,0.8567772507667542,,
1,13249,,0.7355680465698242,
1,13299,,0.8055374026298523,
1,13349,,0.7785446643829346,
1,13399,,0.8982589244842529,
1,13449,,0.7064462900161743,
1,13499,,0.6457667350769043,
1,13549,,0.8088530898094177,
1,13599,,0.8292489051818848,
