,ticker,closemu,closesig,volmu,volsig
69,COP,110.96496031746031,7.606803282177529,0.23980919773809525,0.031460579302481397
70,GS,473.6002777777778,71.02846289591923,0.23182847813492063,0.03344142694648949
71,SYY,75.03638888888888,2.7093607939712365,0.18212098428571427,0.030208693802604818
72,LMT,491.5517857142857,56.9561375618222,0.17282513702380953,0.03502110208812679
73,SNEX,79.9961507936508,11.937707869952371,0.31191379547619047,0.0794560169279609
74,MS,102.3143253968254,15.73135362243443,0.23746972408730158,0.033466197252615355
75,HP,35.51373015873016,2.985847156442812,0.3626565968650794,0.0484554060436768
76,CAT,351.7288888888889,28.39356805910234,0.2627883672222222,0.04275245014333695
77,HCA,336.7261904761905,33.56358642393564,0.25738001063492066,0.052659065679076834
78,ABBV,174.0863492063492,12.541162574901291,0.2070595215873016,0.03771061626763452
